Tweet,Label
" Filmi izliyorsunuz izliyorsunuz acaba ne olcak diye bekliyorsunuz ama film birden bitiyo..İlginç yani,bence mesaj falan verdiği de yok yanlış anlaşılmasın belki mesajı sen anlamamışsındır diyebilirsiniz ama izleyen çoğu arkadaşımında yorumu bu yöndeydi.. Tek kelimeyle zaman kaybı; ama Erkan Can ı tebrik ediyprum 10 üzerinden 8 oyunculuk ama film bence 10 üzerinden 4.. ",Negatif
lastikler 2 gun icinde  kargodan geldi iyi bi sıkıntisi yok guzel disli lastik tavsiye ederim ,Pozitif
ben başka bi yerden aldım bu ürünü 20 lisi denedim mükemmel bulaşıklar pırlanta gibi oldu hiç bir leke kalmıyor.ben fiyat olarak burdaki fiyatın 2 katına aldım. kaçırmayın.,Pozitif
"yine bu ne reklam rezilligiyse turkcell bak ne diyorum'lu reklam ust duzey kotu olmus, tebrikler",Negatif
ürün güzel fakat çukur vs. girdiğinizde biraz ses yapıyor onun dışında bir problem yok tavsiye ederim.,Pozitif
Mühendisname artık Turkcell Dergilik ile elinizin altında http://fb.me/3t3iZyzH3,Pozitif
Güneş sistemi dışında bu boyutlarda keşfedilen ilk gezegenlerden birisidir .,Nötr
"ürün iki gün içinde elimize geçti çok beğendik şimdilik tavsiye edebileceğim çok hoş bir ürün. ve sağlam görünümlü, kullanışlı bir ürün",Pozitif
 Daha önceden düşündüğüm gibi bu film den çok şey bekledik açıkcası cem yılmaz bile bu filmi kurtaramaz istanbul görüntüleri çok iyi ama istanbul belgeseli izlemeye gidenler için karakterler çok yüzeysel işlenmiş espiriler hiç yok gibi sırf yılmaz erdoğan ve tayfası için gidilecek bi film ,Negatif
Asıl adı Hamidiye olmasına karşılık daha çok Yıldız Camii olarak bilinmektedir .,Nötr
 Şimdi şöle söleyeyim Stanley Kubrick - Kirk Douglar ikilisi var herşeyden önce. Bu biile filmin kalitesini hissetiriyor. Dvd savaş filmleri arşivimdeki en iyi ilk üç arasında gösterebilirim. Savaş dönemi pişmanlığı ve kumpaslar üzerine ilklerden diyorum. Helalinden 9 ,Pozitif
bu ürünü alalı 1 hafta oluyor. bu süre içerisinde tavuk kanat ve köfte yaptık. gayet lezzetli pişiriyor. kaplı olduğundan dolayı ısı mumahafaza edildiği için pişmeme gibi bir sorunlada karşılaşmıyorsunuz. ayrıca içerisinde biber ve patlıcan hatta patates bile közleyebilirsiniz. gerçekten güzel oluyor. güzel ve ucuz bir ürün.,Pozitif
" İlk iki film kadar matrak olmasada, genede iş yapar... ",Pozitif
" Filmi izlemedim ama görüsüm söyle Brendan Fraserin bütün filmleri birbirinin kopyası gibi.Dünyanın merkezine yolculuk ve mumya serilerine cok benzer oldugunu düsünüyorum fragmanını izledikten sonra.Yine bulunan lanetli bir kitap, efsanevi bir olay ve kosusturmaca! bu tür filmleri ezberledik artık! ",Negatif
bu üründen daha önce de almıştım. çok kullanışlı ve kaliteli. mutfak bataryasına taktım. çok rahat ettim. herkese tavsiye ederim.,Pozitif
Öğrenciyken Deutsches Theater Berlin’de Max Reinhard’ın sahneye koyduğu tiyatro oyunları için çalışmalar üretti .,Nötr
böyle fiyata hiç bir yerde bulamazsınızz,Pozitif
"daha önce bir eski versiyonunu almıştım. o granit değildi , arada gerçekten muazzam fark var. bu tavada yapılan tavuklar,kırmızı etlerin tadı bir harika oluyor. sızdırmaması da +'sı. dışarıda belki daha uygun fiyata bulunabilir ama hepsiburada'ya gözüm kapalı güveniyorum. sahte ürün satmıyor. ",Pozitif
" kedi ne kadar tatlıda olsa senaryo çok kötü, 10 üzerinden 4.. ",Negatif
 safak _ ne demek bisikleti otobüse alamam PEZEVENK ,Negatif
"orijinal ürün, hızlı teslimat. teşekkürler hb ??",Pozitif
Eğer döllenme yoksa bu doku görevini tamamlayıp yerini alttan gelen yeni dokuya bırakarak dökülür .,Nötr
Aristagoras ona gümüş teklif ederek rüşvet vermeye çalıştı .,Nötr
O sırada bir ayağını öbür ayağının üstüne koymuştu .,Nötr
2015-2016 turkcell süper lig şampiyonu galatasaray!,Nötr
"öncelikle şunu söylemeliyim. bu konfora bu fiyat bedava. ben bu kadar rahat ve dinlendirici bir yatakta yatmamışım. vücut kendini çok dinlenmiş bir vaziyette uyanıyor. abartıyor diye düşünenlere kesinlikle tavsiye ediyorum. alan pişman olmayacaktır. kilom 95 olmasına rağmen bir ezilme veya gömülme olmadı.sanki kilo her tarafa dağılıyor. kargo hızlı, paket süper vakumlanmış bir halde geldi. ",Pozitif
Polis ayrıca birden fazla araçta bomba bulunduğu bilgisini de doğruladı .,Nötr
Yani daha önceki sorularda belirttiğim şeylerden dolayı yiyeceklerin iyi olmayışı ve kaloriferin bozuk oluşu.,Negatif
ürün zamanında elime ulaştı saçlarım kakin telli ve dalgali gayet güzel dümdüz yaptı teşekkür ederim,Pozitif
Bu maksatla istiridye kabukları veya tuğlalar kullanılır .,Nötr
Amina kodumun comarlari amina kodumun ibnler i sizi amina kodumun muptezeleri sizi annanin amina su yetiştiremessin imparator neronun kılıcını götune sokarım aya roket atar ananın amina renk katarım amina operasyon düzenledigimin götüne fay hattı DÖŞEDİGİM anormal götlek herifi ,Negatif
çok iyi farkı hissediyorsunuz ve depolama feci şekilde artıyor birsürü film atabiliyorum olumsuz olabilecek tek yanı okuma hızı 80 iken yazma hızının 20 olması.,Pozitif
surede kadınlara açıkça mal eşya güçsüz ifadeleri mi var yoksa bazı erkeklerin kadınlar ,Negatif
çok güzel tavsiye ederim ayrıca hepsi buradaya teşekkürler,Pozitif
Direksiyon ve süspansiyon tasarımında kullanılır .,Nötr
Yılı sebebiyle bir konser verdi .,Nötr
Bu sayede birbirlerinin hayatlarında ağır şeylerin olduğunu keşfettiler .,Nötr
ihtiyacımız vardı her zamanki gibi piayasa fiyatlarına göre gayet uygun olan ilk tercihimiz hepsiburada.comdan talep ettik siparişin kısa sürede elimize ulaşması müşteri olarak beni şaşırtmadı. teşekkürler hepsiburada .com çalışanlarına...,Pozitif
"kampanya döneminde indirimli olarak aldım. 1600w olduğu halılara yapışan tozları çekmekte zorlanır mı acaba diye şüpheye düşmüştüm. ürün gelir gelmez hemen çalıştırdım; halıya, koltuğa yapışmış en zor tüyleri bile çok iyi çekiyor. 1600w olması sizde şüphe uyandırmasın. tasarımı da gayet şık. tek sorun, hortumunun biraz yumuşak olması. bazen hortumda kırılmalar olabilir. ama isterseniz dışarıdan daha sert bir hortumda alabilirsiniz.",Pozitif
turkcell'e geri dön diye mesaj atacağım,Pozitif
" Sıradan romantik/komedi. Aslında, bana kalırsa filmde tam anlamıyla ne romantizm ne de komedi unsuru var. İkisinden de çok az bir parça. Asla yeterli değil anlayacağınız. Vasat bir film olmuş. Güzel bir romantik/komedi izleyeceğimi düşünmüştüm. Bazı sahneleri güzel evet, ama bir filmde en azından bazı sahneler güzel olmayacaksa neden çekilsin ki zaten. Boş zamanınız yoksa zamanınızı boşa harcamayın derim. Varsa, tabiki izlenilebilir. Filmin en sevdiğim yeri finali oldu. Farklı bir yaklaşım, gayet iyiydi. Ama yine de filme verilen 7.4 puanı çok çok fazla buluyorum. 4/10. ",Negatif
Resepsiyondaki insanlar ve çalışanlar yardımsever ve güleryüzlüydü. Havuz ve heryeri temizdi. Kalabalık olmasına rağmen temizleniyordu koordinasyonu çok iyiydi. Genel olarak memnun kaldım.  ,Pozitif
26 minik bilye 48 tane uclari miknatisli plastik cubuk.kucukler icin kesinlikle uygunsuz.cubuk boyu 3 cm. cok beklentiniz olnasin miknatis magnetik cekim gucu cok dusuk,Negatif
@harunkaranfilci Turkcell+THY+Tupraş=21 milyar dolar whatsapp 55 personel ile 22 Milyar dolar.,Nötr
tamamen hayal kirikliğina uğradim:(,Negatif
Bu dönemde Floransa sürgün edilmiş .,Nötr
Ayrıca tüm telefon hatlarını da kestiler .,Nötr
Yapının esas tasarım amacının kültür ve sanat ile ilişkili bilimsel deneylerin gerçekleştirilmesi olduğu belirtildi .,Nötr
Köy kaya mezarları ile adeta bezenmiş gibidir .,Nötr
 Filmin orjinal dvd sini aldım ama bin pişman oldum.Filmde hiç bişey yok diyebilirim.En önemlisi nerdeyse hiç konuşma yok.Ayrıca film çok gerçekdışı ve saçma bi sonla bitiyor.Yönetmenine hayranlığınız yoksa kesinlikle tavsiye etmem... ,Negatif
Ürün elime o kadar geç ulaştı ki  sırf bu yüzden 0 puan.,Negatif
fiyatının üstünde kalitesi var.aynı koltuk piyasada daha pahalı.kargonun ücretsiz olması ve hepsiburada nın hızlı kargo sistemi avantaj.bu nedenle ben iki tane aldım.,Pozitif
" Film daha vizyona girmeden 9.5 ortalama ile oylandigini görünce acikcasi sasirmistim. Filmi izledikten sonra, Bu kadar abartilmasini anlayamadim. Gercekten güzel film ama 9 yada 10 verilecek film degil asla... Bu seviyede olan diger kült filmlere saygisizlik olur.. 7/10 ",Pozitif
"wi-fi da bağlantıyı bulamadı... usb kablosunun opsiyonel olması ilginç... gelen kartuşlarda azıcık problemli... yedek kartuşlarını (xl aldım) deneyeceğim. ayrıca kartuş başı temizleme konusunda biraz problemli... renklar fazla pas... bakalım deneyeceğim... mesleğim grafik tasarım, bol renkli çalışıyorum, bana ne katar gelecek zamana kaldı esas yorumlarım...",Negatif
Yaklaşık iki yaşındayken köy okuluna kayıt olur .,Nötr
gerçekten işe yaradı.alt kattaki kablosuz modemden gelen sinyali fark edilir derecede yükseltti.kurulumu da çok kolay.tavsiye ederim.,Pozitif
cihazın hızlı kablosuz şarj özelliği yok. normal şarj ediyor sorun yok. kargo hızlı ve sorunsuz ancak ürün beklediğim gibi çıkmadı kablosuz hizli sarj için alacak olan hayal kırıklığı yasar.  yazılımsal olarak aksesuarlar menü sünü  aktıve etmiyor.,Negatif
bunların hepsi kabul edilebilir ama değişmeyen şifre 1-2-3-4 olması çok kötü.,Negatif
berbattek kelimeyle berbat bir tatildi hijen diye birşey yok  odalar elektrik süpürgesiyle değil çalı süpürgeyle süprüüyor toz kalka kalka şok geçirdim ilk gün bize verdikleri oda berbattı heryer de karıncalar geziyor  pis perdeler tek kelimeyle berbat  tepki gösterince odamız değişt  fena değildi ama yatak odasında klima yok   hergün aynı tarz yemekler havuzlar  havuz var bir gün birisi temiz  gün ötekisi pis  havuzun dibi görünmüyor  en önemlisi deniz yok     tekneyle götürdükleri deniz balçik denizi   müsterinin birini akrep soktu  banyo havlusunun icinden akrep cikti   rezalet  cok guzel bir alan ama bakimsiz yesillik yok heryer ot  her tarz bocek var  oglumu ne tur bir bocek soktuysa acile gittik kol davul gibi oldu   hersey dahil gidiyorsunuz su vermiyorlar acik su veriyorlar ne oldugu belirsiz damacana diyorlar ama inanmiyorum garson arkadaslar o sekilde soylemiyor  sise su almak iterseniz parayla   hersey dahil bi konsepte  cok tuhaf hersey tuhaf  soda kalmiyor ya da ilik  kolalar ilik    egelnce sifir   soylenecek sok sey var ama    kisacasi tatilinizi rezil etmek istemiyorsaniz sakin ama sakin gitmeyin     l,Negatif
Tepesinde altın folyo ile kaplı alev bulunmaktadır .,Nötr
rezalet bir otelparamız resmen boşa gitti  iş ve tatil sebebiyle en güzel otellerde konakladık ama bodrum rixos birdaha mı mümkün değil  tam pansiyon plus parası veriyorsunuz snack restaurantları bile ücretli  deniz full dalgalı ve temiz değildi  en faciası shuttle olayı  odanizdan denize veya restauranta  dak shuttle bekliyorsun dolmus bekler gibi dolu geliyor almıyor yenisini bekliyorsun  otelde müşteri memnuniyeti diye birşey kesinlikle yok  shuttle çalışanları çok kaba ve senin o an ki derdin umurlarında değil  tek güzel yanı odaları  konforlu geniş moral bozukluğuyla çikis yapiyoruz  günrixos ayrlayan oda komsularimiz  gün otel degisikliği yaparak buradan kaçıyorlar  kimseye tavsiye etmiyorum birdaha da hersene gittiğimiz otelimizden şaşmayacağız buda bize ders oldu,Negatif
fiyat açısından kesinlikle alınabilecek bir ürün bu fiyata boks eldiveni bile alamazsın performans açısından da çok güzel bu fiyata kesinlikle kaçırmayın .derisi sert çıplak elle çalışınca el kızarabilir.bir de zinciri biraz kısa diyebilirim fakat ek bi zincir alıp birbirine geçirebilirsiniz ben öyle yaptım geyet memnunum . ,Pozitif
"bu pleasuremax olanı benim favorim, gerçekten çok güzel bir ürün. fiyatı da diğer satış kanallarına göre daha uygun burada. tavsiye ediyorum.",Pozitif
fena değil diyecem çünkü bütün forumları internetteki yorumları filan araştırdım vede çok met ediyolar diye aldım çok sessiz sıfır ses gibi yorumlar okudum bazılarına sordum motordan hiç ses gelmiyo dediler ama baloncuklar ses yapabiliyor onuda kapatabiliyosunuz filan dediler hep ama ses var makinada baloncuklarda ses yapıyo alınca biraz hüsrana uğradım gece 12 den sonra da yatarken ses geliyo ama ben yatabiliyorum makinayla çok rahatsız etmiyo akvaryumun tepe motorunun ve baloncuklarının çıkardığı sesten yarı yarıya daha sesiz ama ses var yinede öyle anlattıkları gibi sıfır ses filanda değil bundan öncede 3701 kodlu hava motorunu aldım eheim ın oda sıfır ses filan değil yani ondanda hem motordan hemde baloncuklardan ses geliyo hatta bu iç filtrenin motoru daha sesli diyebilirim....bu sessizlikte çin malı ürünlerde almak mümkün bende daha öncede vardı marka diye aldık işte bide yorumlar hep sıfır ses yok böyle bi̇r şey ,Negatif
kaliteli,Negatif
"biz baska bir yerden almistik,kullanimi kol yoruyor ve emici kismi cok kaba,kabloyu toplayan kismi da bizim ozelligini kaybetti ayrica toz torbalarini da pahaliya satiyorlar.",Negatif
 söylenecek fazla bişey yok: 21 ARALIKTA DÜNYA DURACAK!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ,Pozitif
"beklentimi karşılamadı. çok ince, biraz daha para verip daha iyisi alınmalı. tavsiye etmiyorum.",Negatif
2 adet şarjlı pil var yanında...,Pozitif
Öğretmenlerin bir sınıfa ders verirken karakterlerini değiştirmeleri alışılmadık bir durum değildir!,Nötr
Hollanda maçın galibi olarak final turnuvasına gitme hakkı kazandı .,Nötr
Oyunda eşcinsellik konu edinilmiştir .,Nötr
Bölüm çoğunlukla olumlu eleştiriler aldı .,Nötr
" Çok harika bir film,romantik komedinin yanısıra harika bir aşk öyküsü,bence herkes izlemeli bu devirde kımse bu kadar ugrasmaz biri için izlerken emınım gulecek ve duygulanacaksınız ",Pozitif
cok kaliteli iyi bir urun tsk,Pozitif
Türkler genel olarak inşaat ve araba fabrikalarında çalışmaktadır .,Nötr
Orijinal ürün geldi.,Pozitif
" eğlenceli ama dandik, sürü ile saçmalık, vede haddinden fazla uzun. niye herkes aşık olduğu aktörün filmine gidiyorda bir filmin konusuna yada çekimlerine hayran kalmıyor? 10 üzerinden 5... ",Negatif
sinbo harika,Pozitif
Ayrıca bele kuşak da bağlanır .,Nötr
Üç cebirsel ispat aşağıda özetlenmiştir .,Nötr
ürün resimde görüldüğü gibi çift sebzelikle gelmedi kapı kolları çok kaba duruyor kapı boyası ile yanlarının tonu farklı motoru da sürekli çalışıyor önceki buzdolabımı ayarladığım dereceye gelince stop ediyordu bu ürün sürekli çalışıyor insanı sesi rahatsız ediyor,Negatif
"boyu, tutuşu, ergonomik ve rahat.",Pozitif
alana kadar bende çok tereddüt yaşadım. 2 aydır telefon araştırdım ama daha iyisini bu fiyata bulamadım.teslimat çok hızlı 2 gün içinde kargo geldi. telefon ince hafif çok hoş bir duruşu var. ekran büyük evet ama rahatsız etmiyor. miu arayüzü de fena değil sade ve kullanışlı. alacaklara hayırlı olsun. ,Pozitif
Gazeteci ceyda karan @ceydak  Turkcell'e karsi davayi kazandi. Tazminat davasi rededildi.,Negatif
"ürünün ele oturuşu çok güzel,kesinlikle elden kayma yapmıyor.günlük egzersizin bir parçası olarak kullanmak isteyen herkese öneririm.ben 4 kg luk aldım gayet ideal.",Pozitif
oldukça kaliteli ve sağlam bir ürün. ben memnun kaldım. ucuza aldığım ürünler kısa sürede sıkıntı yarattı. bu ürün kolay kolay sıkıntı yaşatmayacak gibi görünüyor. ,Pozitif
Kan basıncı ölçümü tansiyon aleti yardımıyla yapılır .,Nötr
Geçmiş yıllarda oluşturulan çam fıstığı ormanlarından her yıl önemli bir gelir elde edilmektedir .,Nötr
çift camlarda tutmuyor. daha iyisi olabilirdi.,Negatif
 Milla ya gerçekten yazık etmişler. resmen kızcağız bu filmde harcanmış... film tam bir felaket... basit dövüş sahneleri ucuz efektler kötü kostümler ( millanın Beyaz kostümü hariç ;)) izlenmeye deymeyecek bir film.. boşuna zaman kaybı.. izlemek isterseniz boşuna para ve zaman harcamayın. gidin çizgi film izleyin. :) ,Negatif
izmirin heryerinde çeken turkcell bi bizim evde adam gibiç ekmiyor,Negatif
Elektronik saldırı aktif veya pasif olarak icra edilebilir .,Nötr
 Berbat bir film... ,Negatif
İnternetten Turkcell Faturası Nasıl Ödenir ?,Nötr
ekrana tam uyumlu ve çok kolay bir şekilde oturuyor hava kabarcığı oluşmuyor.,Pozitif
" Çok sıkıcı bir filmdi bence,bende en çok hayal kırıklığı yaratan filmlerden bir tanesi:( ",Negatif
 Puanına aldanıp izledim.. filmi izleyince 1 puan verdim ama bu 1 puan bile fazla daha düşük puan olmadigindan bu puani vermek zorunda kaldim...Bu film nasil bu puani almiş anlamak güç acaba 15 yaş altindakilermi bu puanlari vermiş merak ediyorum.. ,Negatif
